date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_time_trend_3_fourier
1950-02-01,1580.5635964912276,1573.1970613476874,1688.5203519306026,1719,2033.9567299616112,1989.7650353954864,1754.5732508075039
1950-03-01,1717.2478070175434,1704.9702542539237,1819.9705216678235,1617,2029.406107196107,2031.4423562616855,1778.5344663287499
1950-04-01,1825.3004385964907,1808.1118673572569,1922.6276027882643,1818,1992.4547221399064,1940.6552377093012,1914.4991144482892
1950-05-01,1888.195175438596,1866.0955849837808,1979.9652795024545,2067,2110.0116713746493,2077.573837744582,2046.8908882223786
1950-06-01,2042.6688596491224,2015.658248282563,2128.7203939156534,2457,2224.1421048950897,2178.556972238541,2007.109780454945
1950-07-01,2432.879385964912,2400.9577509823557,2513.0508407647058,2600,2698.725168540335,2700.5676431352476,2668.2031134894896
1950-08-01,3537.668859649122,3500.8361949977916,3611.798725312768,3530,3306.4569679950814,3381.33869825883,3450.895820136499
1950-09-01,2787.879385964912,2746.1357035580513,2855.806152822999,2693,3577.9127824475627,3732.599047539773,2990.833781141104
1950-10-01,2318.8267543859647,2272.1720512046386,2380.3889127690827,2448,2725.543317076077,2701.1937008081422,2293.688106104594
1950-11-01,2139.300438596491,2087.7347115602984,2194.336478835229,2250,2495.2768998701727,2469.3638873067343,2221.026973307551
1950-12-01,1900.7741228070172,1844.2973712727885,1949.1225352319657,1972,2192.076661085717,2177.622693083817,1975.9322028197357
1951-01-01,1723.987719298245,1663.0910443817706,1794.0474001974446,1682,2002.6536193907416,1950.7759584536263,1732.3070422611945
1951-02-01,1706.3561403508768,1641.530654239254,1770.4196803214031,1730,1840.2046706665633,1781.4902031863971,1836.3210938312013
1951-03-01,1843.0403508771924,1774.286051435543,1900.9785421835163,1814,1878.897587188282,1831.8217273083776,1859.4020909782253
1951-04-01,1951.09298245614,1878.4098688289284,2002.776617362732,1900,2021.392437881441,1963.862264144632,1994.5186317115094
1951-05-01,2013.987719298245,1937.375790745505,2059.287590069578,2051,2188.512920383572,2144.1525720750883,2126.09440908731
1951-06-01,2168.4614035087716,2087.92065833434,2207.248302409316,2290,2435.1810102057907,2411.9987252096803,2085.5294159095542
1951-07-01,2558.6719298245607,2474.202365324185,2590.816649118789,2599,2744.434115647027,2769.0959779411105,2745.870974521744
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3174.05274303599,3294.6471602967913,3527.8440177343646
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995703,2262,3072.884291689687,3229.3470038902037,3067.0944262925473
1951-10-01,2444.6192982456137,2348.3632784166257,2456.062232307721,2242,2483.5509210914006,2411.6696728695115,2369.2933097975824
1951-11-01,2265.09298245614,2164.9081430623382,2269.376905969817,2103,2264.6624653623826,2225.986411534261,2296.00884653005
1951-12-01,2026.5666666666664,1922.453007064881,2023.5623718963848,1825,2022.963487717205,1997.8971869980016,2050.3228565597133
1952-01-01,1849.7802631578943,1742.2288844639158,1867.918948325577,1670,1861.170430536143,1764.938496807097,1806.1385875066167
1952-02-01,1832.148684210526,1721.6506986114518,1843.755241847131,1681,1841.2098938175805,1792.8236390046295,1909.6256415700348
1952-03-01,1968.8328947368416,1855.3883000977933,1973.810419040722,1713,1931.991998367332,1891.2066494756848,1932.2117521984367
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852973,1954,1986.95592812284,1919.102824479127,2066.8655174010655
1952-05-01,2139.7802631578943,2020.4424479878603,2131.2090033913855,1876,2135.9430138505127,2108.3941124616226,2198.010630234178
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642474,2272,2269.715557738094,2207.8093877538104,2157.0470835017
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407264,2612,2684.394358505219,2733.6900191222726,2817.022199547134
1952-08-01,3789.253947368421,3661.076283742187,3759.63271798398,3590,3034.7348630131005,3180.8044930512924,3598.6609111809657
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,2886.170529707978,3044.3978895033097,3137.6090991483265
1952-10-01,2570.4118421052626,2436.3409571092443,2526.2727706339697,2441,2457.412065039796,2393.7043620233776,2439.5378730505063
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986,2340,2268.818424125736,2220.6471577788975,2366.015411168086
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615843,2090,2050.985174066736,2018.2979385608185,2120.1235335708266
1953-01-01,1975.5728070175433,1833.153176026692,1937.4905848610756,1812,1941.2403823671848,1864.1554159885372,1875.7654878787748
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868103,1788,1874.60763595522,1816.6704865561264,1979.1108762912038
1953-03-01,2094.6254385964908,1948.2770002406749,2043.1176307184649,1837,1953.9523878268485,1912.39503473392,2001.5874322565842
1953-04-01,2202.6780701754383,2054.3652262141654,2144.360563634985,1993,2052.1593362767467,2005.7203847073936,2136.163753784157
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979469006,2021,2106.013694969407,2054.8273351053876,2267.2635339301805
1953-06-01,2420.0464912280695,2267.8048328797877,2347.9157757594717,2199,2347.070659818835,2295.872143032577,2226.286765498581
1953-07-01,2810.2570175438595,2656.050948449738,2731.122791809542,2622,2725.7064562485552,2744.8082131663805,2886.28077083286
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3177.812773310017,3314.04978057198,3667.9704827435035
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674811,2914,3138.628777513312,3318.8876987075237,3207.0017819756417
1953-10-01,2696.204385964912,2536.105087282494,2595.672006226852,2487,2807.7356996866615,2800.505973695462,2509.0457781305663
1953-11-01,2516.6780701754383,2354.6143605083116,2408.8837647006026,2314,2485.0704908958696,2428.4612879268516,2435.670649488857
1953-12-01,2278.1517543859645,2114.1236330909596,2163.030919306589,2139,2199.9500823455037,2166.385387604843,2189.958216120276
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829648,2124,2028.9013016174065,1971.4214185565295,1945.8117256448686
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194651,2214,2033.0370799700192,2026.19105455527,2049.400780261909
1954-03-01,2220.4179824561397,2052.9521518641877,2113.5516556957673,2234,2174.3806753770696,2188.8486152580695,2072.1531134198667
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2286.803059071249,2266.3896934127683,2207.0373231279846
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151467,2423,2315.142286720398,2265.411107100132,2338.477102442519
1954-06-01,2545.839035087719,2375.426597373458,2419.3582975740123,2290,2499.836850700852,2447.1650391086528,2297.8724441673976
1954-07-01,2936.049561403508,2764.6549172334608,2802.9660831042597,2903,2829.595004982435,2804.0615208735744,2958.2706706461213
1954-08-01,4040.839035087719,3868.462178409107,3901.120514069046,4485,3470.1528452077036,3597.9199930266395,3740.396714689176
1954-09-01,3291.0495614035085,3117.6905041295777,3144.663695731529,3085,3673.9962981629224,3872.9269081491984,3279.896457041692
1954-10-01,2821.996929824561,2647.655668936375,2668.9114175653926,2852,2987.9649928185554,2943.684387109553,2582.4410073049617
1954-11-01,2642.4706140350872,2467.147146452245,2482.6531532548483,2629,2676.0994941071294,2617.409691671753,2509.598543759563
1954-12-01,2403.944298245614,2227.638623324946,2237.3625870104224,2435,2443.8852404484255,2406.714500256829,2264.4508864752606
1955-01-01,2227.1578947368416,2050.3611135941383,2082.340037070267,2227,2363.956025364919,2329.934162620479,2020.9012830720972
1955-02-01,2209.5263157894733,2032.7295406118324,2058.89411002412,1944,2325.6775048387112,2333.4940390187808,2125.1193357493494
1955-03-01,2346.210526315789,2169.413754968331,2189.7639724516557,2125,2325.776825126617,2315.9242316487484,2148.5327779554855
1955-04-01,2454.263157894736,2277.4663895219273,2292.002255931822,2260,2439.7609236623794,2433.3009864959436,2284.1102076997477
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675149,2299,2506.5639892681565,2495.5662249826355,2416.275318038394
1955-06-01,2671.6315789473683,2494.83481334776,2497.741980786894,2323,2571.7945348256553,2489.2800867127858,2376.4281017753497
1955-07-01,3061.8421052631575,2885.045337497815,2882.1381590039036,2659,3131.2177311423534,3110.9317016651185,3037.6158812541175
1955-08-01,4166.631578947368,3989.8348029635144,3981.1132845893344,3761,3754.4219752149434,3838.05671924993,3820.5635892851838
1955-09-01,3416.8421052631575,3240.0453329740376,3225.509462806343,2779,3511.0659716520327,3662.3643359255457,3360.917106613678
1955-10-01,2947.78947368421,2770.9927020708874,2750.642483128616,2761,3020.8995821312537,3010.1388367292698,2664.347542840892
1955-11-01,2768.2631578947367,2591.46638387681,2565.3018192403624,2446,2805.4576845698434,2810.4035509360124,2592.4230762474053
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352109,2278,2515.250351415169,2511.828518927323,2348.22552690298
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702008,1879,2304.385953692786,2280.0399452592205,2105.658142427662
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879798,1881,2077.89622216376,2024.8083840048012,2210.8905250207245
1956-03-01,2472.003070175438,2297.6618095531067,2276.406059465153,2165,2206.7536437518315,2197.4447551124595,2235.3504081306387
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370206,2199,2380.812380307343,2404.223831950189,2372.0063897666455
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059298,2308,2421.243424734733,2413.0806431948618,2505.2821629850027
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877141,2529,2532.013347209394,2488.5244332262905,2466.577720589637
1956-07-01,3187.634649122807,3017.222209242801,2973.2904979874984,2573,2957.7023409824965,2976.3122812425195,3128.940384924049
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3325.365659051211,3406.807220003607,3913.0950887987256
1956-09-01,3542.6346491228064,3374.186613299128,3319.110739378279,3200,3400.2590234414597,3576.161313368269,3454.6877129587983
1956-10-01,3073.5820175438594,2906.1161866860307,2845.5166813955457,2574,3125.9280195888737,3163.2174240959134,2759.389367005557
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136167,2422,2644.655755118025,2584.352714553315,2688.7682292195805
1956-12-01,2655.529385964912,2490.0279582348116,2418.478102810672,2446,2365.256304560589,2348.3878613890824,2445.9061196706334
1957-01-01,2478.74298245614,2314.7148570841096,2265.8075846572115,2828,2209.9319194209165,2185.1796727079673,2204.70628597876
1957-02-01,2461.111403508771,2299.0476926819083,2244.778293265523,2879,2396.6857138532428,2448.903042626644,2311.3383303432347
1957-03-01,2597.795614035087,2437.696315618513,2378.129395215283,2800,2644.43816991807,2700.4151369310025,2337.2299862125255
1957-04-01,2705.8482456140346,2547.713358752214,2482.913522085437,2835,2707.216070106064,2694.903124787476,2475.3498515958777
1957-05-01,2768.74298245614,2612.572506409106,2542.604358086515,2585,2760.9019718165614,2732.7325820056412,2610.1216195495463
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237764,2787,2735.434636675598,2659.6898078148392,2572.9452828774574
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534066,3334,3037.611242141992,3023.917481850935,3236.8681639231145
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980542,4746,3794.0982032681222,3884.9026273460263,4022.6151954970032
1957-09-01,3668.427192982456,3520.11434510485,3430.1190039263593,3613,3972.8131471763586,4106.600753538058,3565.8322583442523
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452046,3463,3317.4388922459357,3278.386154500387,2872.190462066156
1957-11-01,3019.8482456140346,2875.464213167833,2775.842897421288,3274,3089.131054134893,3029.6603856788633,2803.257984943292
1957-12-01,2781.321929824561,2638.902302910691,2534.5649078651354,2801,3011.887588220732,2966.9218768136334,2562.1166470454214
1958-01-01,2604.535526315789,2464.571406050042,2383.651840414901,2488,2950.3760707935107,2920.55104975893,2322.669695992593
1958-02-01,2586.9039473684206,2449.8864459378938,2364.412301660321,2386,2812.294607818969,2799.3892474652616,2431.086733984079
1958-03-01,2723.5881578947365,2589.5172731645507,2499.5854581810695,2428,2806.0963291527178,2821.5219132565253,2458.795494468349
1958-04-01,2831.6407894736835,2700.516520588304,2606.2239415560953,2678,2840.7696325252227,2845.802993299505,2598.7645754546443
1958-05-01,2894.535526315789,2766.357872535249,2667.8014359959275,2744,2854.96546394912,2838.562465056755,2735.417669999223
1958-06-01,3049.0092105263157,2923.7781701544523,2821.0547836058254,2772,3102.7329683230732,3042.371757274882,2700.1547709060133
1958-07-01,3439.219736842105,3316.9353071746655,3210.141879122633,3520,3622.677665454787,3565.873986393921,3366.023200518514
1958-08-01,4544.009210526316,4424.671385510523,4313.904827809509,3833,4291.748214663574,4285.592189263007,4153.747891647214
1958-09-01,3794.219736842105,3677.828528391203,3563.1857349296088,3377,3953.5217687580607,3974.076873185365,3698.974725037242
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566183,3013,3688.9487441421434,3676.39863652976,3007.374810289889
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747484,2871,3315.070435048789,3313.8361574748315,2940.516325685736
1958-12-01,2907.11447368421,2799.5630990672025,2673.8730489945247,2592,2929.474858766748,2943.2135585103747,2701.4810912945436
1959-01-01,2730.328070175438,2626.214406496605,2525.1050554541007,2375,2639.921975039719,2630.3850825492727,2464.1723547363595
1959-02-01,2712.6964912280696,2612.51165067451,2508.042892543213,2304,2533.8365956968164,2520.811562570272,2574.7597182104564
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415377,2464,2602.3616225095884,2591.705324161954,2604.670915165303
1959-04-01,2957.433333333333,2865.1061339050257,2754.306189928021,2557,2799.8259956982633,2810.6061060832194,2746.8745436101444
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131906,2739,2877.645528288407,2865.2400590837733,2885.7942966012342
1959-06-01,3174.8017543859646,3090.332192051279,2973.7178972023103,2714,3102.640008328244,3081.9004744080444,2852.8301669425027
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3506.67641622885,3503.6185882419877,3521.0294769774487
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366082,3961,3706.876170473379,3758.0948880279634,4311.117159516559
1959-09-01,3920.012280701754,3847.3291631581874,3722.9624108670505,3772,3787.6289888351057,3884.399011893373,3858.7390953049644
1959-10-01,3450.9596491228067,3382.205349415248,3255.512857208811,3245,3581.638767845761,3622.044721303995,3169.5663939439564
1959-11-01,3271.433333333333,3206.607848381381,3077.718827075572,3104,3227.3951572506135,3214.5541289854596,3105.167233714113
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677862,2869,2933.325402428933,2933.322067998999,2868.6234346851998
1960-01-01,2856.1206140350873,2799.6438584238003,2694.818708253835,2513,2697.6958572936474,2684.0772938156624,2633.838244477261
1960-02-01,2838.489035087719,2786.923306891757,2680.321544393226,2385,2548.454668928199,2517.177722978665,2746.9812652895685
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757106,2756,2607.303089565304,2601.6257808713353,2779.4802305705925
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802365,2927,2857.9722013731684,2894.7603404988904,2924.3037383295773
1960-05-01,3146.1206140350873,3109.287959229428,2998.3254266173317,2940,3038.7646082029955,3055.517673387243,3065.87548162278
1960-06-01,3300.5942982456136,3268.6726654287368,3156.5795645922576,3180,3115.1830688416276,3074.599956149651,3035.595453254125
1960-07-01,3690.804824561403,3663.794211029055,3550.732054341858,3791,3546.0605118340495,3519.4850199687285,3706.510975567115
1960-08-01,4795.5942982456145,4773.494697945017,4659.625001129289,4093,4119.843438093833,4120.807627056549,4499.346981372237
1960-09-01,4045.804824561403,4028.6162494058026,3914.1005102177105,4309,4083.8782022582714,4091.5857963455487,4049.74935141462
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808048,3532,3933.3221929268248,3946.670133226011,3363.389195295557
1960-11-01,3397.225877192982,3389.859343209102,3274.536057402784,3408,3524.977976853388,3488.680763231211,3301.8346912956254
1960-12-01,3158.6995614035086,3156.2440458221176,3040.759253394174,2839,3208.6409922094076,3206.1861585805796,3068.167659484589
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293128,2792,2762.7238613661325,2711.545270048491,2836.291347482493
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689382,2798,2731.545908249516,2711.53240331519,2952.3753574886123
1961-03-01,3100.965789473684,3115.6988546864504,3028.864795162612,3007,2959.2364317798324,2961.2915157076045,2987.8474229514163
1961-04-01,3209.018421052631,3229.644714980362,3143.392087291766,3086,3179.737601065584,3190.4929440160095,3135.676141880144
1961-05-01,3271.9131578947363,3298.4326797974645,3212.955296287371,3201,3300.236660985465,3262.513300096862,3280.2852073310573
1961-06-01,3426.386842105263,3458.799590286825,3374.291264254689,3428,3566.009828370394,3506.8735765538217,3253.074612108081
1961-07-01,3816.597368421052,3854.9033401771967,3771.5578859305633,3754,3973.1298579551058,3909.7206341596698,3927.0916785547156
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578151,4917,4239.829185864329,4181.346276780447,4723.061339481448
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460611,3760,4585.9364681350635,4534.417102189751,4276.629475633409
1961-10-01,3702.544736842105,3758.5303819712153,3679.8364100516255,3609,3952.092895391249,3869.4679941613176,3593.4671966118894
1961-11-01,3523.0184210526313,3584.897289517454,3508.1414360354083,3471,3635.879728345848,3603.225440886641,3535.14268069747
1961-12-01,3284.4921052631576,3352.2641964205222,3277.6402736224823,3347,3250.9255699170017,3233.892557109286,3304.7377479599118
1962-01-01,3107.7057017543857,3181.862116720083,3137.633241051003,3333,3150.2085004385617,3150.2472883936343,3076.155646019261
1962-02-01,3090.074122807017,3171.1059737681453,3129.4289449107064,3456,3189.1231988231925,3178.43308508012,3195.56597707479
1962-03-01,3226.758333333333,3314.6656181550125,3275.7665517812666,3569,3417.444311696019,3417.952678673082,3234.3964745749704
1962-04-01,3334.8109649122803,3429.593682738977,3393.698693241634,3900,3571.028695200807,3540.239100921187,3385.615736529044
1962-05-01,3397.7057017543852,3499.363851846132,3466.699053502334,3909,3773.1212521204025,3727.192542598792,3533.647455993267
1962-06-01,3552.179385964912,3660.712966625546,3631.50447466863,4098,3947.491755739718,3851.997763115905,3509.8916257715696
1962-07-01,3942.3899122807015,4057.798920805969,4032.2728514773626,4826,4326.364190243392,4202.481698684727,4187.395568207448
1962-08-01,5047.1793859649115,5169.463816302036,5147.846289191692,5770,4774.017682144117,4640.694589770635,4986.884216111392
1962-09-01,4297.3899122807015,4426.5497763429275,4409.066893074776,5108,4692.0287694188155,4583.9901209256395,4544.003450228531
1962-10-01,3828.337280701754,3964.3725754701454,3951.2504526002976,4360,4465.679336300493,4318.317729553967,3864.4243801601565
1962-11-01,3648.81096491228,3791.7216873064367,3783.186441452467,4100,4050.528367554912,3910.008990652405,3809.7151841868476
1962-12-01,3410.2846491228065,3560.070798499558,3556.348543841812,3562,3776.1603926830658,3677.5378395248904,3582.957682378366
1963-01-01,3233.4982456140347,3390.6509230891716,3420.037078006484,3284,3497.2422406123237,3407.4355580013053,3358.0551223547595
1963-02-01,3215.8666666666663,3380.876984427286,3415.560650536222,3278,3434.0444897388084,3341.4974455372085,3481.1771063153005
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010698,3424,3616.794154493362,3522.718550393279,3523.7513677084585
1963-04-01,3460.6035087719297,3641.329101978223,3687.383042008864,3843,3909.351561667386,3807.9399269871783,3678.746504543477
1963-05-01,3523.4982456140347,3712.0814753754303,3764.2081767412456,3614,4134.267253249101,4007.7632596513354,3830.5862098766106
1963-06-01,3677.971929824561,3874.412794444897,3932.870674313104,3536,4280.379008414774,4080.40292805217,3810.6704765117906
1963-07-01,4068.1824561403505,4272.480952915373,4337.528429461281,4505,4635.688987725589,4401.946567035039,4492.046626792515
1963-08-01,5172.971929824562,5385.128052701493,5457.023547448937,5456,5029.833476791289,4813.052522192538,5295.439593529267
1963-09-01,4423.18245614035,4643.196217032437,4722.198133539231,4881,5033.501498483392,4835.641285469419,4856.495257467184
1963-10-01,3954.129824561403,4182.001220449708,4268.367977205843,4041,4725.717307107855,4534.03449324617,4180.884728207555
1963-11-01,3774.6035087719297,4010.332536576051,4104.322552132986,3724,4254.4514392657375,4098.6470972127245,4130.176184030957
1963-12-01,3536.077192982456,3779.663852059225,3881.5355425311855,3525,3747.763478742794,3657.273144179083,3907.4514450071533
1964-01-01,3359.2907894736836,3611.226180938891,3749.307266638595,3437,3445.4088768012953,3391.9876130686516,3686.6137587561893
1964-02-01,3341.6592105263153,3602.4344465670583,3748.9463310449537,3324,3426.4491241954593,3375.1694246503794,3813.8327274773424
1964-03-01,3478.343421052631,3747.958499534031,3903.191902329933,3977,3619.637497236585,3548.3578113770473,3860.5360846190783
1964-04-01,3586.396052631578,3864.8509726981006,4029.0966120724815,4025,4089.938932468347,4034.156887867859,4019.692428190641
1964-05-01,3649.290789473683,3936.585550385361,4110.134144483129,4016,4043.587999772916,3935.6203744661975,4175.725451248289
1964-06-01,3803.7644736842103,4099.899073744879,4283.0413416671345,4031,4151.863201701111,3979.8000768627858,4160.035146595943
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361343,4489,4635.081177407609,4417.164980854935,4845.6688365771115
1964-08-01,5298.76447368421,5612.578740581581,5815.780519828911,5563,4941.42680630975,4732.131226207495,5653.351454002275
1964-09-01,4548.974999999999,4871.629109202577,5085.296711332999,5709,4961.184636410441,4789.11196932906,5218.728879616572
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347288,4620,4791.198087556561,4626.783760468807,4547.472223021285
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555988,4160,4333.236376682881,4157.653057790016,4501.149662496999
1964-12-01,3661.869736842105,4011.043357099523,4257.852748169629,4012,3933.293421418427,3795.076501892065,4282.843018113472
